Watershed,dep_names,expl_names,nobs,p.value,r.squared,adj.r.squared,RMSE,statistic,df,r,p,r.sq.adj,r_labels,r2_labels
Deschutes,peaks.with.formula,PctConif2019Ws,43,0.0027147668910336518,0.19900869398215232,0.1794723206646438,789.4944398771446,10.186573052624917,1,-0.4461039049169514,< 0.1,0.18,r~'= '*-0.45,r^2~'= '*0.18
Deschutes,AI_Mod.mean,WsAreaSqKm,43,0.8047668767257556,0.0015073692057028687,-0.022846109594158115,0.03551180578314071,0.061895436709086434,1,0.0388248529385866,n.s.,NA,NA,NA
Deschutes,AI_Mod.mean,tt_hr,43,0.9422279410305384,0.00012965798557364265,-0.024257423526973465,0.035536296774273245,0.005316666756821005,1,-0.011386746048526936,n.s.,NA,NA,NA
Deschutes,AI_Mod.mean,Da,43,0.9689492580160649,3.7409932670980615e-5,-0.024351921532385745,0.03553793602610415,0.001533864621282414,1,-0.0061163659693464914,n.s.,NA,NA,NA
Deschutes,AI_Mod.mean,lulc_evenness,43,0.058841214085290416,0.08435564083536237,0.06202285158744436,0.03400664102270937,3.777210266882654,1,0.29044042562178285,< 0.1,0.06,r~'= '*0.29,r^2~'= '*0.06
Deschutes,AI_Mod.mean,PctDecid2019Ws,43,0.15261556034977503,0.0492554449134591,0.02606655332598251,0.03465231457493742,2.124096562686075,1,-0.22193567742357034,n.s.,NA,NA,NA
Deschutes,AI_Mod.mean,PctConif2019Ws,43,0.003217409447258042,0.19285721359650834,0.1731708041720329,0.03192827899341726,9.796464628879246,1,-0.43915511336714325,< 0.1,0.17,r~'= '*-0.44,r^2~'= '*0.17
Deschutes,CHON_norm,WsAreaSqKm,43,0.334243599387007,0.022756657287079145,-0.0010785461937239393,3.0497733513686973,0.9547498642253055,1,0.15085309836751495,n.s.,NA,NA,NA
Deschutes,CHON_norm,tt_hr,43,0.43423788150412745,0.014983062027985172,-0.009041741337185938,3.0618792122131735,0.6236497256708544,1,0.12240531862621484,n.s.,NA,NA,NA
Deschutes,CHON_norm,Da,43,0.2313441451423833,0.034750168879492345,0.011207490071675097,3.0310009476617985,1.476049907623668,1,0.18641397179260027,n.s.,NA,NA,NA
Deschutes,CHON_norm,lulc_evenness,43,0.036994721411004135,0.1018368355159563,0.07993041687000402,2.923774169114924,4.648721325097701,1,0.31911884230793436,< 0.1,0.08,r~'= '*0.32,r^2~'= '*0.08
Deschutes,CHON_norm,PctDecid2019Ws,43,0.6817439123394916,0.004143388055438698,-0.02014579760174584,3.0786804267067027,0.17058571307898657,1,-0.06436915453412993,n.s.,NA,NA,NA
