,AI.mean,AI.median,AI.sd,AI_Mod.mean,AI_Mod.median,AI_Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE_O.mean,DBE_O.median,DBE_O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,HtoC.mean,HtoC.median,HtoC.sd,OtoC.mean,OtoC.median,OtoC.sd,NtoC.mean,NtoC.median,NtoC.sd,PtoC.mean,PtoC.median,PtoC.sd,NtoP.mean,NtoP.median,NtoP.sd,GFE_0.mean,GFE_0.median,GFE_0.sd,GFE_7.mean,GFE_7.median,GFE_7.sd,GFEperC_0.mean,GFEperC_0.median,GFEperC_0.sd,GFEperC_7.mean,GFEperC_7.median,GFEperC_7.sd,lambdaO2_0.mean,lambdaO2_0.median,lambdaO2_0.sd,lambdaO2_7.mean,lambdaO2_7.median,lambdaO2_7.sd
RC2_0013,0.0940293028355668,0,0.195168962461329,0.240153531598618,0.2,0.212860198076581,10.536051415947,10,5.91781599555608,-0.0763205462944366,-1,6.97379296416466,483.765273033415,470.54793056738,145.481522170559,0.421790392122405,0.406216656299648,0.165601720514424,-0.336948532395832,-0.357142857142857,0.568305152791614,1.2685361750468,1.26666666666667,0.37723261800789,0.472976161734263,0.46875,0.194395597906904,0.0164610695706125,0,0.0405866375985484,0.0164585222760559,0,0.0242350950683282,0.420480549199085,0,0.79492767914856,1699.91604739908,1614.9,718.835848843759,-3478.13896400642,-3322.3304194028,1176.48873025423,69.9030331732812,70.4785714285714,16.196696854561,-144.356518387562,-144.476908034321,8.04142664981011,0.0466679553743358,0.0422610060750558,0.0201831926425225,0.0409277232561449,0.0371072881657167,0.0172128441699829
RC2_0014,0.103095773501328,0,0.19373598700692,0.261776101025533,0.238095238095238,0.205621177930618,11.7261274420303,11,6.20773791921036,0.521818513784919,-1,7.26379500004668,514.980824233905,502.53842252742,159.82363385397,0.440329612248807,0.425055320194247,0.16224525587612,-0.290945482470707,-0.3125,0.536630730155459,1.21911284442956,1.21428571428571,0.349152961599296,0.465962966032076,0.465116279069767,0.18916188523045,0.014169473549516,0,0.0357295523196848,0.0136426024167076,0,0.0219238519191633,0.46482122260669,0,0.847028714137248,1786.36750045645,1688.4,762.493356755968,-3706.49447065401,-3559.49967256102,1286.42763394501,68.5919462504151,69.20625,15.2939758094306,-143.764098579686,-143.803103451061,7.55636046115173,0.0446347417747036,0.0402159207214111,0.0195948070991287,0.0390918044330155,0.0352117145558934,0.0167022445299352
RC2_0015,0.0994289751645493,0,0.191664775190327,0.258703496207077,0.233333333333333,0.20761392868614,11.3936818769629,11,5.95077218215985,0.23111029004249,-1,6.92313250475075,508.388612761602,496.657198293434,160.713357939696,0.439493309202094,0.421240787933584,0.171807015373592,-0.278987766744829,-0.3125,0.560084371059154,1.2239586919342,1.22222222222222,0.35201319494341,0.474278219720379,0.470588235294118,0.192144819570485,0.0153423387857428,0,0.0378810020177439,0.0141335925392587,0,0.0225706538482173,0.472980825101685,0,0.848046184146868,1738.21762423795,1647.9,756.129224575374,-3617.14003329484,-3465.8458292058,1257.87141596606,68.2511513522276,69.20625,15.9624045751859,-143.601718956306,-143.76440803432,7.84200433318041,0.0458293239596167,0.041244839625061,0.0202341395451471,0.0401283985766053,0.0361746348375329,0.0172247764014474
RC2_0016,0.0954170963961233,0,0.187042832655259,0.250307565866693,0.222222222222222,0.207285020779351,11.0268587691213,10,5.93184537873336,0.149413020277481,-1,6.70655274206348,499.337617356358,488.498387241718,154.709373204257,0.423202992556401,0.404073232199494,0.161420611433831,-0.309742842164467,-0.333333333333333,0.557369708550238,1.24286021356673,1.23809523809524,0.356055905015762,0.467966553004573,0.466666666666667,0.183356356694603,0.0153238075368877,0,0.0355700439560313,0.0139106916116726,0,0.022551665070272,0.475700400228702,0,0.831384273066389,1740.36776947705,1662,750.098634785522,-3583.59911808576,-3459.77653966547,1249.21309810848,69.1276710016873,69.8,15.8850366936818,-143.931135717393,-144.078072387052,7.82301512383991,0.0460191388202798,0.0411256266106427,0.0205592730954729,0.040343252183527,0.0361346596865911,0.017537509563883
RC2_0017,0.0966504234314187,0,0.188093906974912,0.251305886611154,0.222222222222222,0.209357846858127,10.9952714535902,10,6.0188131563493,0.170753064798599,-1,6.796809702632,497.846657702996,484.672554026087,156.614180433719,0.423767773381112,0.405295313723571,0.166848037909884,-0.29794190618237,-0.315789473684211,0.563499043984459,1.24106739019874,1.23809523809524,0.359742561464867,0.470978645190121,0.466666666666667,0.186279889979799,0.0167166002846836,0,0.0382741550145168,0.0140559820754311,0,0.0226626540738931,0.494407158836689,0,0.838678868741294,1710.64297723292,1626.45,742.398889019561,-3538.05354047099,-3394.0881243043,1246.69727620278,68.7913443261975,69.3,16.0597227535571,-143.762559815444,-144.002163423154,7.91975277366382,0.0468679532043109,0.0416551544355244,0.0213022234403243,0.0410575125629196,0.0365230355957839,0.0181799559040845
RC2_0018,0.0959894070853148,0,0.184617713278285,0.251596591994762,0.222222222222222,0.204882224827349,11.034604519774,10,5.92142345940973,0.251588983050847,-1,6.77525081522778,497.383503886216,486.601687865774,153.195993342834,0.420574971703981,0.405210080798042,0.155770684167864,-0.301274147907108,-0.32,0.537808438724364,1.23719863475693,1.23076923076923,0.346874134133874,0.467890852350192,0.466666666666667,0.18089482690091,0.0163925895834704,0,0.0361305462364348,0.0140181006001738,0,0.0223737392841292,0.482222222222222,0,0.846610188379444,1725.00095338983,1628.1,750.037792711337,-3557.7732446933,-3422.48424456697,1258.49582897595,68.8863132153526,69.42,15.3275405036444,-143.80579510985,-143.939450403107,7.66890686012817,0.0466572420073017,0.0416551544355244,0.0208904887287923,0.0409031510317733,0.0365184000606256,0.0178763866825174
RC2_0019,0.0894129772765412,0,0.187844735339091,0.236833772294156,0.2,0.207865087701911,10.1346019958227,10,5.58237732448718,-0.198421907635182,-1,6.37568335713283,474.413321555112,461.619425677977,136.883064425197,0.40451681545287,0.388639291289621,0.161172254212003,-0.36655433793437,-0.384615384615385,0.55918982263678,1.27854272392347,1.27272727272727,0.370690415904114,0.466645558969282,0.466666666666667,0.17823434248779,0.0147635040745351,0,0.0395555884404121,0.0161168737420707,0,0.0243564149804793,0.359364201796821,0,0.719771467047488,1684.87741935484,1605,695.057718977056,-3414.91682149127,-3276.51504598191,1122.51191360073,70.7467986311296,71.2615384615385,15.9369099451482,-144.665152633295,-144.675509210304,7.90882512040908,0.0468511059404915,0.0426683776084957,0.0201248516352355,0.0411220311604298,0.0375670366232346,0.0169737183317668
RC2_0020,0.102456759703276,0,0.194823565572056,0.263035754805041,0.238095238095238,0.207975122550755,11.5099037917374,11,6.02076172155346,0.372759856630824,-1,6.91456524675019,502.563388175217,488.557667901442,155.696667503517,0.433717269304235,0.416085391025035,0.163276630444707,-0.281071634976488,-0.303030303030303,0.548487907835408,1.21569037664542,1.21212121212121,0.35301234193564,0.471267538434912,0.470588235294118,0.186571814689258,0.0138654024646214,0,0.0367454818714064,0.014058831991318,0,0.0223991230702391,0.449197860962567,0,0.840561507981032,1739.73412563667,1658.7,739.775984121133,-3623.39666407765,-3478.84579282369,1239.94370663682,68.3105415968299,68.9363636363636,15.6319053733091,-143.673152621249,-143.71138098175,7.66816074931758,0.0455437570354611,0.0411256266106427,0.0197640386664851,0.039866984035729,0.0360100334842931,0.0168289339064359
RC2_0021,0.104740158805354,0,0.199390369127423,0.259768199875563,0.230769230769231,0.212986830730354,11.3566420664207,11,6.11421117678945,0.398339483394834,-1,7.14620707244768,503.33298901338,492.69060460471,156.057391888545,0.432431547367903,0.415583821843398,0.166438602913769,-0.292099178009621,-0.32258064516129,0.559995582637065,1.22645813053717,1.22222222222222,0.362264901576507,0.468901045249311,0.466666666666667,0.193034132390819,0.0153527216676777,0,0.0386624601026862,0.0142532624632534,0,0.0227072013426201,0.451650260567458,0,0.833716218366833,1741.9129704797,1658.7,752.804080043469,-3609.43993881002,-3484.70732288936,1248.49760157237,68.6248265732742,69.4935483870968,15.9598741051563,-143.775217887093,-143.983386080118,7.91437690657051,0.0458271478148619,0.0411211029295444,0.0204478082642614,0.0401397561315275,0.0359999216829284,0.017430781207387
RC2_0022,0.0925931155521454,0,0.185165086008513,0.245777388878924,0.215686274509804,0.207005008058807,10.6911737264415,10,5.74088843489274,-0.0591528270199664,-1,6.51964969382878,489.539558427845,476.529174696201,151.291479218625,0.412642830016571,0.393136786465845,0.157285109210031,-0.323127401044847,-0.333333333333333,0.548591194919875,1.25423742492124,1.25,0.359439561426086,0.467890328827189,0.466666666666667,0.179182563467744,0.0150850232843385,0,0.0382254470090969,0.0137708570086084,0,0.0225498324986029,0.429981492905614,0,0.790101923197249,1717.3330098899,1631.4,724.717925911243,-3523.72552893095,-3400.96120262669,1206.29904442837,69.5091309297781,69.8,15.6348490552164,-144.046094870062,-144.050754118201,7.78948681658593,0.0465020296426588,0.0416075599048028,0.0206562135355914,0.0407990130995264,0.0364111442692325,0.0176983470292243
RC2_0023,0.088177201845872,0,0.175600270817982,0.234324555578138,0.2,0.204505785457102,10.1987215642038,9,5.69708184089118,-0.163752585072382,-1,6.36046415213649,482.413576200918,470.597998968634,149.131689151368,0.403777916891003,0.379912123883116,0.161645115330722,-0.368021889192375,-0.388888888888889,0.567228890616539,1.28438054443076,1.27272727272727,0.364168843057375,0.460439725733216,0.461538461538462,0.178978304232611,0.0161523403462447,0,0.0396797740740051,0.0145033278664205,0,0.0229973403194197,0.455882352941176,0,0.809628336850935,1727.4,1645.5,744.479068479118,-3487.18123625286,-3353.12273269236,1213.17465299094,70.7886238419827,71.3833333333333,16.1660233825714,-144.588386667681,-144.755606016984,7.99354873577321,0.0467490269531748,0.0415572773402447,0.0219635844674186,0.0410576877813756,0.0365137645254673,0.0187271616064225
RC2_0024,0.0935570618769084,0,0.191026376972576,0.245351404397203,0.213114754098361,0.212801195563589,10.530118255728,10,5.8366555412252,-0.0733555062823355,-1,6.7232962598195,488.548359544071,476.686664676979,150.123669973485,0.421044642724017,0.398907997007512,0.16857570295066,-0.282912383832798,-0.296296296296297,0.575932122502807,1.24972385075565,1.25,0.363980665358668,0.478629057091358,0.473684210526316,0.187958807737639,0.0196415179174368,0,0.0424000975538759,0.0141377414184332,0,0.0229695981742902,0.501196172248804,0,0.85795381242712,1644.49900221729,1559.55,725.930504286156,-3407.75750897635,-3276.61892571924,1195.66155077098,68.3630029392347,68.7444444444445,16.41406549133,-143.480469135033,-143.634250723466,8.24499083051095,0.0487884957113182,0.0434519305577805,0.0225232654786739,0.042741097379547,0.0383028348885061,0.0191920123733002
RC2_0025,0.0898109515177917,0,0.187617341818125,0.234896889199622,0.2,0.20833398953585,10.3561282467532,10,5.78843557333365,-0.101461038961039,-1,6.77935579573602,481.321853937405,468.679893162893,143.434708931373,0.41439429954844,0.399585886391265,0.164140361779633,-0.359328128918972,-0.376689189189189,0.563378673791028,1.27969320254818,1.27272727272727,0.372090580978824,0.467839428164013,0.466666666666667,0.190467647067193,0.0163987024605624,0,0.0400081029738517,0.0165467441786127,0,0.0242458919436568,0.417910447761194,0,0.780197619271978,1719.47325487013,1618.2,744.446992947451,-3485.84447492159,-3327.55349772519,1197.5670499396,70.5408516741907,71.0356418918919,16.0562922030443,-144.615981779248,-144.655829272254,7.95124057577826,0.0464890465497019,0.042187213628857,0.0204538774692528,0.0407964822918604,0.0370676594434043,0.0174339264216378
RC2_0026,0.105274539047364,0,0.198748247704101,0.263526989716698,0.238095238095238,0.207378317484243,11.6257903812991,11,6.18245283040071,0.627898064763365,-1,7.18550905955549,505.075335537151,491.550393047119,157.428915679884,0.432574304651787,0.418438397643854,0.164136571421486,-0.304956057442181,-0.333333333333333,0.542610486225393,1.21982552614848,1.21875,0.351844832779655,0.461335707344993,0.461538461538462,0.186638532565033,0.0138682043808938,0,0.0363197869662069,0.0139227877103725,0,0.0222585704999267,0.436407474382158,0,0.819706392369111,1781.73253496838,1688.4,764.585232031172,-3679.99383235037,-3518.79963617891,1286.43402434758,68.9912476371021,69.8,15.4643988574237,-143.924266617418,-143.923489192032,7.63269390817535,0.044843662719477,0.0402159207214111,0.0197895533822461,0.0392901657853951,0.0353779042858842,0.0168665092178408
RC2_0027,0.0973662592407101,0,0.193122210846327,0.251573027792514,0.219512195121951,0.211193354968571,10.854943273906,10,5.86957431256844,0.166936790923825,-1,6.86279551838084,491.302064000083,478.620852390269,150.270128421526,0.424077665405671,0.40757753059529,0.170863109761366,-0.322234809156489,-0.347826086956522,0.570763826097259,1.24813248608222,1.25,0.369041527473441,0.466426810408502,0.466666666666667,0.191926984699273,0.015702491963678,0,0.0407638775962022,0.0147352577670562,0,0.0231477800876732,0.430740037950664,0,0.815073978996827,1718.73816855754,1634.7,728.718720950156,-3530.44892791228,-3377.30732288936,1193.27829366488,69.4836920609599,70.2130434782609,16.2667690437719,-144.101934009779,-144.201518850439,8.03240316557292,0.0461437500554019,0.0415572773402447,0.0201353675606771,0.0404585991564098,0.0364422040219518,0.0171825530483011
RC2_0028,0.0940057362581449,0,0.185354954771137,0.247599954269575,0.219512195121951,0.205887852870876,10.7484973703982,10,5.80887655008958,0.101803155522164,-1,6.5532805627185,489.423103776165,475.627394380187,150.736987935778,0.412438140420779,0.394492190738674,0.15822298321679,-0.321237082938253,-0.347826086956522,0.549672753919606,1.24964158764323,1.25,0.355490900275697,0.466132498042628,0.466666666666667,0.179814038876077,0.0153060553133761,0,0.0372959422461204,0.0140042747879556,0,0.0225004582919199,0.443236714975845,0,0.796770009387687,1715.75381292261,1624.8,740.459377052466,-3519.28031151069,-3371.18043759386,1231.77596142629,69.4552568637402,70.2130434782609,15.6656734867088,-144.060516634409,-144.20873816448,7.76354376058582,0.0467789075660104,0.0416551544355244,0.0210512769368317,0.0410343055127061,0.0367045048567447,0.0180035056012283
RC2_0029,0.0916460080106006,0,0.183210654146726,0.241028216673415,0.209302325581395,0.208832287992971,10.3433492822966,10,5.73315548875677,-0.0396172248803828,-1,6.39978702558951,478.403924820964,464.782044874297,145.037290192421,0.403216028065669,0.383024657202498,0.157344179789323,-0.348183059408907,-0.363636363636363,0.558854529695418,1.26874860586015,1.26315789473684,0.365339059469543,0.46442958564632,0.464285714285714,0.17802347873922,0.0160491976956041,0,0.0375391507700692,0.0149957447077308,0,0.0231860572709452,0.46374269005848,0,0.817899537160188,1699.61844976077,1618.2,723.73143254072,-3455.63551669931,-3330.21504598191,1189.27475146667,70.2232171931538,70.6636363636364,15.9273540963194,-144.38462143459,-144.514464821766,7.88212227885814,0.0472291221083226,0.0421872136288569,0.0212459908586188,0.0414533782570263,0.0370557682711514,0.018122600575287
RC2_0030,0.0938014130883191,0,0.190203152781027,0.242176446671337,0.207547169811321,0.21398477896989,10.4030769230769,10,5.8572715424996,-0.0776470588235294,-1,6.71847358363098,483.319036981961,471.626461500277,148.099581460585,0.411460400237902,0.389819040178338,0.164267582774759,-0.32308516693466,-0.347826086956522,0.579746152470418,1.265480840256,1.26086956521739,0.37299094586316,0.469365651664881,0.464285714285714,0.18708907514783,0.0186932735010928,0,0.0409113353459092,0.0145762967749467,0,0.0232436812873633,0.492811960897067,0,0.851675445319784,1681.16497737557,1605,729.667883031781,-3443.00763410868,-3324.35351591625,1193.88156824513,69.5079272576378,70.2130434782609,16.5227653454069,-143.996522048954,-144.20873816448,8.17814352379107,0.0477109223489102,0.0425096858961356,0.0218902068940225,0.0418502606926264,0.0373142061188102,0.0186650864415709
RC2_0031,0.0868077359822729,0,0.185211500226607,0.22210878856426,0.185185185185185,0.211337555207443,9.74588138385502,9,5.65336529522112,-0.383855024711697,-2,6.49681050217104,474.13782107575,461.594563209845,139.308558970021,0.395551289589228,0.379147898795737,0.153905022579978,-0.407270289614794,-0.434782608695652,0.579274942882284,1.31495463916313,1.30769230769231,0.382367921114114,0.460053758165333,0.454545454545455,0.184427608029567,0.0181130836427643,0,0.0443668655656511,0.0170370594427272,0,0.0244052711618468,0.422703936109527,0,0.760683566412069,1707.12368204283,1634.7,694.408623256398,-3414.85865782466,-3297.39963617891,1113.52209943513,71.9072032540216,72.6913043478261,16.5093358721451,-145.139763999377,-145.359764787369,8.21241822115109,0.0465112924428665,0.0416229712204295,0.0215823315751147,0.0409004035773036,0.0368493279166848,0.0181312902029132
RC2_0032,0.0881982943085308,0,0.183591578288008,0.233669078257876,0.2,0.205043784069517,10.5238360230013,10,5.85984554481593,-0.0567612687813022,-1,6.73424266817501,494.915213236015,480.706869370391,151.032507867646,0.407349202252147,0.39306162700052,0.146534063966225,-0.366310990875375,-0.387096774193548,0.568506107181416,1.28127145179365,1.27777777777778,0.365025339976299,0.458204895947291,0.454545454545455,0.188449961995641,0.0164564711834494,0,0.0389288521073731,0.0144877775006619,0,0.022961046818338,0.470553935860058,0,0.804473698150358,1776.77384529772,1671.9,764.30643878106,-3589.73657028752,-3420.03045578491,1232.41230084348,70.7398632399482,71.3322580645161,16.2024240546704,-144.596974901608,-144.755606016984,7.89289301335168,0.0451650234665405,0.0408501677655754,0.0205491976982572,0.039653175463055,0.0359122201925153,0.0174984291661437
RC2_0033,0.0892771067806683,0,0.187743289853532,0.230605918751873,0.2,0.212356938782428,10.2570938868787,9,5.86402954667918,-0.352694724814321,-2,6.65639412422935,490.6957964346,474.703087681095,151.829952145347,0.409452222240099,0.388878979901904,0.160296087389876,-0.361111585719807,-0.390243902439025,0.586910994809303,1.28978932071872,1.28571428571429,0.378508895063208,0.467392278427735,0.463414634146341,0.186992638494738,0.0180503162553088,0,0.0439158772342955,0.0157373509656247,0,0.0237191320099344,0.48566610455312,0,0.833894088459882,1723.64528661207,1658.7,725.944245385126,-3496.00363655036,-3354.39963617891,1176.56252395894,70.5916801930145,71.4219512195122,16.7269633520651,-144.509842489213,-144.707677614918,8.215677067215,0.0461807907700104,0.041244839625061,0.021259434872864,0.0405762102553564,0.0363182108962285,0.0181979547338231
RC2_0034,0.0838893246919469,0,0.175618396256473,0.229288962200697,0.2,0.206025538474919,9.92422502870264,9,5.5649964316675,-0.429965556831228,-2,6.07901508318482,473.274357750093,458.529038955742,144.006052448246,0.394391362500895,0.378321882817545,0.14951491580629,-0.358879885257759,-0.378378378378378,0.570618567327404,1.29137594655326,1.28388278388279,0.371786993407287,0.469939800240207,0.466666666666667,0.177491683310381,0.01767169942484,0,0.0405929313625374,0.0156550263169092,0,0.0238843978621548,0.435763888888889,0,0.743576932214029,1663.4543053961,1598.4,682.919796414315,-3379.2696517798,-3253.60735927147,1127.59265845921,70.5280767298461,71.0837837837838,16.262629168831,-144.481792715937,-144.643113822593,8.11167583369659,0.0477639004259331,0.0427371501430081,0.0213652390510185,0.0419812100877387,0.0376324982007127,0.0183388330616539
